customer_id,customer_name,email,country,signup_date
C0085,Customer 85,customer85@example.com,USA,2023-03-27
C0086,Customer 86,customer86@example.com,Canada,2023-03-28
C0087,Customer 87,customer87@example.com,UK,2023-03-29
C0088,Customer 88,customer88@example.com,Germany,2023-03-30
C0089,Customer 89,customer89@example.com,France,2023-03-31
C0090,Customer 90,customer90@example.com,USA,2023-04-01
C0091,Customer 91,customer91@example.com,Canada,2023-04-02
C0092,Customer 92,customer92@example.com,UK,2023-04-03
C0093,Customer 93,customer93@example.com,Germany,2023-04-04
C0094,Customer 94,customer94@example.com,France,2023-04-05
C0095,Customer 95,customer95@example.com,USA,2023-04-06
C0096,Customer 96,customer96@example.com,Canada,2023-04-07
C0097,Customer 97,customer97@example.com,UK,2023-04-08
C0098,Customer 98,customer98@example.com,Germany,2023-04-09
C0099,Customer 99,customer99@example.com,France,2023-04-10
C0100,Customer 100,customer100@example.com,USA,2023-04-11
C0101,Customer 101,customer101@example.com,Canada,2023-04-12
C0102,Customer 102,customer102@example.com,UK,2023-04-13
C0103,Customer 103,customer103@example.com,Germany,2023-04-14
C0104,Customer 104,customer104@example.com,France,2023-04-15
C0105,Customer 105,customer105@example.com,USA,2023-04-16
C0106,Customer 106,customer106@example.com,Canada,2023-04-17
C0107,Customer 107,customer107@example.com,UK,2023-04-18
C0108,Customer 108,customer108@example.com,Germany,2023-04-19
C0109,Customer 109,customer109@example.com,France,2023-04-20
C0110,Customer 110,customer110@example.com,USA,2023-04-21
C0111,Customer 111,customer111@example.com,Canada,2023-04-22
C0112,Customer 112,customer112@example.com,UK,2023-04-23
C0113,Customer 113,customer113@example.com,Germany,2023-04-24
C0114,Customer 114,customer114@example.com,France,2023-04-25
C0115,Customer 115,customer115@example.com,USA,2023-04-26
C0116,Customer 116,customer116@example.com,Canada,2023-04-27
C0117,Customer 117,customer117@example.com,UK,2023-04-28
C0118,Customer 118,customer118@example.com,Germany,2023-04-29
C0119,Customer 119,customer119@example.com,France,2023-04-30
C0120,Customer 120,customer120@example.com,USA,2023-05-01
C0121,Customer 121,customer121@example.com,Canada,2023-05-02
C0122,Customer 122,customer122@example.com,UK,2023-05-03
C0123,Customer 123,customer123@example.com,Germany,2023-05-04
C0124,Customer 124,customer124@example.com,France,2023-05-05
C0125,Customer 125,customer125@example.com,USA,2023-05-06
C0126,Customer 126,customer126@example.com,Canada,2023-05-07
C0127,Customer 127,customer127@example.com,UK,2023-05-08
C0128,Customer 128,customer128@example.com,Germany,2023-05-09
C0129,Customer 129,customer129@example.com,France,2023-05-10
C0130,Customer 130,customer130@example.com,USA,2023-05-11
C0131,Customer 131,customer131@example.com,Canada,2023-05-12
C0132,Customer 132,customer132@example.com,UK,2023-05-13
C0133,Customer 133,customer133@example.com,Germany,2023-05-14
C0134,Customer 134,customer134@example.com,France,2023-05-15
C0135,Customer 135,customer135@example.com,USA,2023-05-16
C0136,Customer 136,customer136@example.com,Canada,2023-05-17
C0137,Customer 137,customer137@example.com,UK,2023-05-18
C0138,Customer 138,customer138@example.com,Germany,2023-05-19
C0139,Customer 139,customer139@example.com,France,2023-05-20
C0140,Customer 140,customer140@example.com,USA,2023-05-21
C0141,Customer 141,customer141@example.com,Canada,2023-05-22
C0142,Customer 142,customer142@example.com,UK,2023-05-23
C0143,Customer 143,customer143@example.com,Germany,2023-05-24
C0144,Customer 144,customer144@example.com,France,2023-05-25
C0145,Customer 145,customer145@example.com,USA,2023-05-26
C0146,Customer 146,customer146@example.com,Canada,2023-05-27
C0147,Customer 147,customer147@example.com,UK,2023-05-28
C0148,Customer 148,customer148@example.com,Germany,2023-05-29
C0149,Customer 149,customer149@example.com,France,2023-05-30
C0150,Customer 150,customer150@example.com,USA,2023-05-31
C0151,Customer 151,customer151@example.com,Canada,2023-06-01
C0152,Customer 152,customer152@example.com,UK,2023-06-02
C0153,Customer 153,customer153@example.com,Germany,2023-06-03
C0154,Customer 154,customer154@example.com,France,2023-06-04
C0155,Customer 155,customer155@example.com,USA,2023-06-05
C0156,Customer 156,customer156@example.com,Canada,2023-06-06
C0157,Customer 157,customer157@example.com,UK,2023-06-07
C0158,Customer 158,customer158@example.com,Germany,2023-06-08
C0159,Customer 159,customer159@example.com,France,2023-06-09
C0160,Customer 160,customer160@example.com,USA,2023-06-10
C0161,Customer 161,customer161@example.com,Canada,2023-06-11
C0162,Customer 162,customer162@example.com,UK,2023-06-12
C0163,Customer 163,customer163@example.com,Germany,2023-06-13
C0164,Customer 164,customer164@example.com,France,2023-06-14
C0165,Customer 165,customer165@example.com,USA,2023-06-15
C0166,Customer 166,customer166@example.com,Canada,2023-06-16
C0167,Customer 167,customer167@example.com,UK,2023-06-17
C0168,Customer 168,customer168@example.com,Germany,2023-06-18
C0169,Customer 169,customer169@example.com,France,2023-06-19
C0170,Customer 170,customer170@example.com,USA,2023-06-20
C0171,Customer 171,customer171@example.com,Canada,2023-06-21
C0172,Customer 172,customer172@example.com,UK,2023-06-22
C0173,Customer 173,customer173@example.com,Germany,2023-06-23
C0174,Customer 174,customer174@example.com,France,2023-06-24
C0175,Customer 175,customer175@example.com,USA,2023-06-25
C0176,Customer 176,customer176@example.com,Canada,2023-06-26
C0177,Customer 177,customer177@example.com,UK,2023-06-27
C0178,Customer 178,customer178@example.com,Germany,2023-06-28
C0179,Customer 179,customer179@example.com,France,2023-06-29
C0180,Customer 180,customer180@example.com,USA,2023-06-30
C0181,Customer 181,customer181@example.com,Canada,2023-07-01
C0182,Customer 182,customer182@example.com,UK,2023-07-02
C0183,Customer 183,customer183@example.com,Germany,2023-07-03
C0184,Customer 184,customer184@example.com,France,2023-07-04
C0185,Customer 185,customer185@example.com,USA,2023-07-05
C0186,Customer 186,customer186@example.com,Canada,2023-07-06
C0187,Customer 187,customer187@example.com,UK,2023-07-07
C0188,Customer 188,customer188@example.com,Germany,2023-07-08
C0189,Customer 189,customer189@example.com,France,2023-07-09
C0190,Customer 190,customer190@example.com,USA,2023-07-10
C0191,Customer 191,customer191@example.com,Canada,2023-07-11
C0192,Customer 192,customer192@example.com,UK,2023-07-12
C0193,Customer 193,customer193@example.com,Germany,2023-07-13
C0194,Customer 194,customer194@example.com,France,2023-07-14
C0195,Customer 195,customer195@example.com,USA,2023-07-15
C0196,Customer 196,customer196@example.com,Canada,2023-07-16
C0197,Customer 197,customer197@example.com,UK,2023-07-17
C0198,Customer 198,customer198@example.com,Germany,2023-07-18
C0199,Customer 199,customer199@example.com,France,2023-07-19
C0200,Customer 200,customer200@example.com,USA,2023-07-20
C0201,Customer 201,customer201@example.com,Canada,2023-07-21
C0202,Customer 202,customer202@example.com,UK,2023-07-22
C0203,Customer 203,customer203@example.com,Germany,2023-07-23
C0204,Customer 204,customer204@example.com,France,2023-07-24
C0205,Customer 205,customer205@example.com,USA,2023-07-25
C0206,Customer 206,customer206@example.com,Canada,2023-07-26
C0207,Customer 207,customer207@example.com,UK,2023-07-27
C0208,Customer 208,customer208@example.com,Germany,2023-07-28
C0209,Customer 209,customer209@example.com,France,2023-07-29
C0210,Customer 210,customer210@example.com,USA,2023-07-30
C0211,Customer 211,customer211@example.com,Canada,2023-07-31
C0212,Customer 212,customer212@example.com,UK,2023-08-01
C0213,Customer 213,customer213@example.com,Germany,2023-08-02
C0214,Customer 214,customer214@example.com,France,2023-08-03
C0215,Customer 215,customer215@example.com,USA,2023-08-04
C0216,Customer 216,customer216@example.com,Canada,2023-08-05
C0217,Customer 217,customer217@example.com,UK,2023-08-06
C0218,Customer 218,customer218@example.com,Germany,2023-08-07
C0219,Customer 219,customer219@example.com,France,2023-08-08
C0220,Customer 220,customer220@example.com,USA,2023-08-09
C0221,Customer 221,customer221@example.com,Canada,2023-08-10
C0222,Customer 222,customer222@example.com,UK,2023-08-11
C0223,Customer 223,customer223@example.com,Germany,2023-08-12
C0224,Customer 224,customer224@example.com,France,2023-08-13
C0225,Customer 225,customer225@example.com,USA,2023-08-14
C0226,Customer 226,customer226@example.com,Canada,2023-08-15
C0227,Customer 227,customer227@example.com,UK,2023-08-16
C0228,Customer 228,customer228@example.com,Germany,2023-08-17
C0229,Customer 229,customer229@example.com,France,2023-08-18
C0230,Customer 230,customer230@example.com,USA,2023-08-19
C0231,Customer 231,customer231@example.com,Canada,2023-08-20
C0232,Customer 232,customer232@example.com,UK,2023-08-21
C0233,Customer 233,customer233@example.com,Germany,2023-08-22
C0234,Customer 234,customer234@example.com,France,2023-08-23
C0235,Customer 235,customer235@example.com,USA,2023-08-24
C0236,Customer 236,customer236@example.com,Canada,2023-08-25
C0237,Customer 237,customer237@example.com,UK,2023-08-26
C0238,Customer 238,customer238@example.com,Germany,2023-08-27
C0239,Customer 239,customer239@example.com,France,2023-08-28
C0240,Customer 240,customer240@example.com,USA,2023-08-29
C0241,Customer 241,customer241@example.com,Canada,2023-08-30
C0242,Customer 242,customer242@example.com,UK,2023-08-31
C0243,Customer 243,customer243@example.com,Germany,2023-09-01
C0244,Customer 244,customer244@example.com,France,2023-09-02
C0245,Customer 245,customer245@example.com,USA,2023-09-03
C0246,Customer 246,customer246@example.com,Canada,2023-09-04
C0247,Customer 247,customer247@example.com,UK,2023-09-05
C0248,Customer 248,customer248@example.com,Germany,2023-09-06
C0249,Customer 249,customer249@example.com,France,2023-09-07
C0250,Customer 250,customer250@example.com,USA,2023-09-08
C0251,Customer 251,customer251@example.com,Canada,2023-09-09
C0252,Customer 252,customer252@example.com,UK,2023-09-10
C0253,Customer 253,customer253@example.com,Germany,2023-09-11
C0254,Customer 254,customer254@example.com,France,2023-09-12
C0255,Customer 255,customer255@example.com,USA,2023-09-13
C0256,Customer 256,customer256@example.com,Canada,2023-09-14
C0257,Customer 257,customer257@example.com,UK,2023-09-15
C0258,Customer 258,customer258@example.com,Germany,2023-09-16
C0259,Customer 259,customer259@example.com,France,2023-09-17
C0260,Customer 260,customer260@example.com,USA,2023-09-18
C0261,Customer 261,customer261@example.com,Canada,2023-09-19
C0262,Customer 262,customer262@example.com,UK,2023-09-20
C0263,Customer 263,customer263@example.com,Germany,2023-09-21
C0264,Customer 264,customer264@example.com,France,2023-09-22
C0265,Customer 265,customer265@example.com,USA,2023-09-23
C0266,Customer 266,customer266@example.com,Canada,2023-09-24
C0267,Customer 267,customer267@example.com,UK,2023-09-25
C0268,Customer 268,customer268@example.com,Germany,2023-09-26
C0269,Customer 269,customer269@example.com,France,2023-09-27
C0270,Customer 270,customer270@example.com,USA,2023-09-28
C0271,Customer 271,customer271@example.com,Canada,2023-09-29
C0272,Customer 272,customer272@example.com,UK,2023-09-30
C0273,Customer 273,customer273@example.com,Germany,2023-10-01
C0274,Customer 274,customer274@example.com,France,2023-10-02
C0275,Customer 275,customer275@example.com,USA,2023-10-03
C0276,Customer 276,customer276@example.com,Canada,2023-10-04
C0277,Customer 277,customer277@example.com,UK,2023-10-05
C0278,Customer 278,customer278@example.com,Germany,2023-10-06
C0279,Customer 279,customer279@example.com,France,2023-10-07
C0280,Customer 280,customer280@example.com,USA,2023-10-08
C0281,Customer 281,customer281@example.com,Canada,2023-10-09
C0282,Customer 282,customer282@example.com,UK,2023-10-10
C0283,Customer 283,customer283@example.com,Germany,2023-10-11
C0284,Customer 284,customer284@example.com,France,2023-10-12
C0285,Customer 285,customer285@example.com,USA,2023-10-13
C0286,Customer 286,customer286@example.com,Canada,2023-10-14
C0287,Customer 287,customer287@example.com,UK,2023-10-15
C0288,Customer 288,customer288@example.com,Germany,2023-10-16
C0289,Customer 289,customer289@example.com,France,2023-10-17
C0290,Customer 290,customer290@example.com,USA,2023-10-18
C0291,Customer 291,customer291@example.com,Canada,2023-10-19
C0292,Customer 292,customer292@example.com,UK,2023-10-20
C0293,Customer 293,customer293@example.com,Germany,2023-10-21
C0294,Customer 294,customer294@example.com,France,2023-10-22
C0295,Customer 295,customer295@example.com,USA,2023-10-23
C0296,Customer 296,customer296@example.com,Canada,2023-10-24
C0297,Customer 297,customer297@example.com,UK,2023-10-25
C0298,Customer 298,customer298@example.com,Germany,2023-10-26
C0299,Customer 299,customer299@example.com,France,2023-10-27
C0300,Customer 300,customer300@example.com,USA,2023-10-28
C0301,Customer 301,customer301@example.com,Canada,2023-10-29
C0302,Customer 302,customer302@example.com,UK,2023-10-30
C0303,Customer 303,customer303@example.com,Germany,2023-10-31
C0304,Customer 304,customer304@example.com,France,2023-11-01
C0305,Customer 305,customer305@example.com,USA,2023-11-02
C0306,Customer 306,customer306@example.com,Canada,2023-11-03
C0307,Customer 307,customer307@example.com,UK,2023-11-04
C0308,Customer 308,customer308@example.com,Germany,2023-11-05
C0309,Customer 309,customer309@example.com,France,2023-11-06
C0310,Customer 310,customer310@example.com,USA,2023-11-07
C0311,Customer 311,customer311@example.com,Canada,2023-11-08
C0312,Customer 312,customer312@example.com,UK,2023-11-09
C0313,Customer 313,customer313@example.com,Germany,2023-11-10
C0314,Customer 314,customer314@example.com,France,2023-11-11
C0315,Customer 315,customer315@example.com,USA,2023-11-12
C0316,Customer 316,customer316@example.com,Canada,2023-11-13
C0317,Customer 317,customer317@example.com,UK,2023-11-14
C0318,Customer 318,customer318@example.com,Germany,2023-11-15
C0319,Customer 319,customer319@example.com,France,2023-11-16
C0320,Customer 320,customer320@example.com,USA,2023-11-17
C0321,Customer 321,customer321@example.com,Canada,2023-11-18
C0322,Customer 322,customer322@example.com,UK,2023-11-19
C0323,Customer 323,customer323@example.com,Germany,2023-11-20
C0324,Customer 324,customer324@example.com,France,2023-11-21
C0325,Customer 325,customer325@example.com,USA,2023-11-22
C0326,Customer 326,customer326@example.com,Canada,2023-11-23
C0327,Customer 327,customer327@example.com,UK,2023-11-24
C0328,Customer 328,customer328@example.com,Germany,2023-11-25
C0329,Customer 329,customer329@example.com,France,2023-11-26
C0330,Customer 330,customer330@example.com,USA,2023-11-27
C0331,Customer 331,customer331@example.com,Canada,2023-11-28
C0332,Customer 332,customer332@example.com,UK,2023-11-29
C0333,Customer 333,customer333@example.com,Germany,2023-11-30
C0334,Customer 334,customer334@example.com,France,2023-12-01
C0335,Customer 335,customer335@example.com,USA,2023-12-02
C0336,Customer 336,customer336@example.com,Canada,2023-12-03
C0337,Customer 337,customer337@example.com,UK,2023-12-04
C0338,Customer 338,customer338@example.com,Germany,2023-12-05
C0339,Customer 339,customer339@example.com,France,2023-12-06
C0340,Customer 340,customer340@example.com,USA,2023-12-07
C0341,Customer 341,customer341@example.com,Canada,2023-12-08
C0342,Customer 342,customer342@example.com,UK,2023-12-09
C0343,Customer 343,customer343@example.com,Germany,2023-12-10
C0344,Customer 344,customer344@example.com,France,2023-12-11
C0345,Customer 345,customer345@example.com,USA,2023-12-12
C0346,Customer 346,customer346@example.com,Canada,2023-12-13
C0347,Customer 347,customer347@example.com,UK,2023-12-14
C0348,Customer 348,customer348@example.com,Germany,2023-12-15
C0349,Customer 349,customer349@example.com,France,2023-12-16
C0350,Customer 350,customer350@example.com,USA,2023-12-17
C0351,Customer 351,customer351@example.com,Canada,2023-12-18
C0352,Customer 352,customer352@example.com,UK,2023-12-19
C0353,Customer 353,customer353@example.com,Germany,2023-12-20
C0354,Customer 354,customer354@example.com,France,2023-12-21
C0355,Customer 355,customer355@example.com,USA,2023-12-22
C0356,Customer 356,customer356@example.com,Canada,2023-12-23
C0357,Customer 357,customer357@example.com,UK,2023-12-24
C0358,Customer 358,customer358@example.com,Germany,2023-12-25
C0359,Customer 359,customer359@example.com,France,2023-12-26
C0360,Customer 360,customer360@example.com,USA,2023-12-27
C0361,Customer 361,customer361@example.com,Canada,2023-12-28
C0362,Customer 362,customer362@example.com,UK,2023-12-29
C0363,Customer 363,customer363@example.com,Germany,2023-12-30
C0364,Customer 364,customer364@example.com,France,2023-12-31
C0365,Customer 365,customer365@example.com,USA,2024-01-01
C0366,Customer 366,customer366@example.com,Canada,2024-01-02
C0367,Customer 367,customer367@example.com,UK,2024-01-03
C0368,Customer 368,customer368@example.com,Germany,2024-01-04
C0369,Customer 369,customer369@example.com,France,2024-01-05
C0370,Customer 370,customer370@example.com,USA,2024-01-06
C0371,Customer 371,customer371@example.com,Canada,2024-01-07
C0372,Customer 372,customer372@example.com,UK,2024-01-08
C0373,Customer 373,customer373@example.com,Germany,2024-01-09
C0374,Customer 374,customer374@example.com,France,2024-01-10
C0375,Customer 375,customer375@example.com,USA,2024-01-11
C0376,Customer 376,customer376@example.com,Canada,2024-01-12
C0377,Customer 377,customer377@example.com,UK,2024-01-13
C0378,Customer 378,customer378@example.com,Germany,2024-01-14
C0379,Customer 379,customer379@example.com,France,2024-01-15
C0380,Customer 380,customer380@example.com,USA,2024-01-16
C0381,Customer 381,customer381@example.com,Canada,2024-01-17
C0382,Customer 382,customer382@example.com,UK,2024-01-18
C0383,Customer 383,customer383@example.com,Germany,2024-01-19
C0384,Customer 384,customer384@example.com,France,2024-01-20
C0385,Customer 385,customer385@example.com,USA,2024-01-21
C0386,Customer 386,customer386@example.com,Canada,2024-01-22
C0387,Customer 387,customer387@example.com,UK,2024-01-23
C0388,Customer 388,customer388@example.com,Germany,2024-01-24
C0389,Customer 389,customer389@example.com,France,2024-01-25
C0390,Customer 390,customer390@example.com,USA,2024-01-26
C0391,Customer 391,customer391@example.com,Canada,2024-01-27
C0392,Customer 392,customer392@example.com,UK,2024-01-28
C0393,Customer 393,customer393@example.com,Germany,2024-01-29
C0394,Customer 394,customer394@example.com,France,2024-01-30
C0395,Customer 395,customer395@example.com,USA,2024-01-31
C0396,Customer 396,customer396@example.com,Canada,2024-02-01
C0397,Customer 397,customer397@example.com,UK,2024-02-02
C0398,Customer 398,customer398@example.com,Germany,2024-02-03
C0399,Customer 399,customer399@example.com,France,2024-02-04
C0400,Customer 400,customer400@example.com,USA,2024-02-05
C0401,Customer 401,customer401@example.com,Canada,2024-02-06
C0402,Customer 402,customer402@example.com,UK,2024-02-07
C0403,Customer 403,customer403@example.com,Germany,2024-02-08
C0404,Customer 404,customer404@example.com,France,2024-02-09
C0405,Customer 405,customer405@example.com,USA,2024-02-10
C0406,Customer 406,customer406@example.com,Canada,2024-02-11
C0407,Customer 407,customer407@example.com,UK,2024-02-12
C0408,Customer 408,customer408@example.com,Germany,2024-02-13
C0409,Customer 409,customer409@example.com,France,2024-02-14
C0410,Customer 410,customer410@example.com,USA,2024-02-15
C0411,Customer 411,customer411@example.com,Canada,2024-02-16
C0412,Customer 412,customer412@example.com,UK,2024-02-17
C0413,Customer 413,customer413@example.com,Germany,2024-02-18
C0414,Customer 414,customer414@example.com,France,2024-02-19
C0415,Customer 415,customer415@example.com,USA,2024-02-20
C0416,Customer 416,customer416@example.com,Canada,2024-02-21
C0417,Customer 417,customer417@example.com,UK,2024-02-22
C0418,Customer 418,customer418@example.com,Germany,2024-02-23
C0419,Customer 419,customer419@example.com,France,2024-02-24
C0420,Customer 420,customer420@example.com,USA,2024-02-25
C0421,Customer 421,customer421@example.com,Canada,2024-02-26
C0422,Customer 422,customer422@example.com,UK,2024-02-27
C0423,Customer 423,customer423@example.com,Germany,2024-02-28
C0424,Customer 424,customer424@example.com,France,2024-02-29
C0425,Customer 425,customer425@example.com,USA,2024-03-01
C0426,Customer 426,customer426@example.com,Canada,2024-03-02
C0427,Customer 427,customer427@example.com,UK,2024-03-03
C0428,Customer 428,customer428@example.com,Germany,2024-03-04
C0429,Customer 429,customer429@example.com,France,2024-03-05
C0430,Customer 430,customer430@example.com,USA,2024-03-06
C0431,Customer 431,customer431@example.com,Canada,2024-03-07
C0432,Customer 432,customer432@example.com,UK,2024-03-08
C0433,Customer 433,customer433@example.com,Germany,2024-03-09
C0434,Customer 434,customer434@example.com,France,2024-03-10
C0435,Customer 435,customer435@example.com,USA,2024-03-11
C0436,Customer 436,customer436@example.com,Canada,2024-03-12
C0437,Customer 437,customer437@example.com,UK,2024-03-13
C0438,Customer 438,customer438@example.com,Germany,2024-03-14
C0439,Customer 439,customer439@example.com,France,2024-03-15
C0440,Customer 440,customer440@example.com,USA,2024-03-16
C0441,Customer 441,customer441@example.com,Canada,2024-03-17
C0442,Customer 442,customer442@example.com,UK,2024-03-18
C0443,Customer 443,customer443@example.com,Germany,2024-03-19
C0444,Customer 444,customer444@example.com,France,2024-03-20
C0445,Customer 445,customer445@example.com,USA,2024-03-21
C0446,Customer 446,customer446@example.com,Canada,2024-03-22
C0447,Customer 447,customer447@example.com,UK,2024-03-23
C0448,Customer 448,customer448@example.com,Germany,2024-03-24
C0449,Customer 449,customer449@example.com,France,2024-03-25
C0450,Customer 450,customer450@example.com,USA,2024-03-26
C0451,Customer 451,customer451@example.com,Canada,2024-03-27
C0452,Customer 452,customer452@example.com,UK,2024-03-28
C0453,Customer 453,customer453@example.com,Germany,2024-03-29
C0454,Customer 454,customer454@example.com,France,2024-03-30
C0455,Customer 455,customer455@example.com,USA,2024-03-31
C0456,Customer 456,customer456@example.com,Canada,2024-04-01
C0457,Customer 457,customer457@example.com,UK,2024-04-02
C0458,Customer 458,customer458@example.com,Germany,2024-04-03
C0459,Customer 459,customer459@example.com,France,2024-04-04
C0460,Customer 460,customer460@example.com,USA,2024-04-05
C0461,Customer 461,customer461@example.com,Canada,2024-04-06
C0462,Customer 462,customer462@example.com,UK,2024-04-07
C0463,Customer 463,customer463@example.com,Germany,2024-04-08
C0464,Customer 464,customer464@example.com,France,2024-04-09
C0465,Customer 465,customer465@example.com,USA,2024-04-10
C0466,Customer 466,customer466@example.com,Canada,2024-04-11
C0467,Customer 467,customer467@example.com,UK,2024-04-12
C0468,Customer 468,customer468@example.com,Germany,2024-04-13
C0469,Customer 469,customer469@example.com,France,2024-04-14
C0470,Customer 470,customer470@example.com,USA,2024-04-15
C0471,Customer 471,customer471@example.com,Canada,2024-04-16
C0472,Customer 472,customer472@example.com,UK,2024-04-17
C0473,Customer 473,customer473@example.com,Germany,2024-04-18
C0474,Customer 474,customer474@example.com,France,2024-04-19
C0475,Customer 475,customer475@example.com,USA,2024-04-20
C0476,Customer 476,customer476@example.com,Canada,2024-04-21
C0477,Customer 477,customer477@example.com,UK,2024-04-22
C0478,Customer 478,customer478@example.com,Germany,2024-04-23
C0479,Customer 479,customer479@example.com,France,2024-04-24
C0480,Customer 480,customer480@example.com,USA,2024-04-25
C0481,Customer 481,customer481@example.com,Canada,2024-04-26
C0482,Customer 482,customer482@example.com,UK,2024-04-27
C0483,Customer 483,customer483@example.com,Germany,2024-04-28
C0484,Customer 484,customer484@example.com,France,2024-04-29
C0485,Customer 485,customer485@example.com,USA,2024-04-30
C0486,Customer 486,customer486@example.com,Canada,2024-05-01
C0487,Customer 487,customer487@example.com,UK,2024-05-02
C0488,Customer 488,customer488@example.com,Germany,2024-05-03
C0489,Customer 489,customer489@example.com,France,2024-05-04
C0490,Customer 490,customer490@example.com,USA,2024-05-05
C0491,Customer 491,customer491@example.com,Canada,2024-05-06
C0492,Customer 492,customer492@example.com,UK,2024-05-07
C0493,Customer 493,customer493@example.com,Germany,2024-05-08
C0494,Customer 494,customer494@example.com,France,2024-05-09
C0495,Customer 495,customer495@example.com,USA,2024-05-10
